না , 2951
করে , 2923
আমি , 2279
এই , 2277
আমার , 1811
একটা , 1754
আমাদের , 1481
তাদের , 1380
তার , 1319
সেই , 1273
দেশের , 1223
আমরা , 1131
যে , 1130
থেকে , 1111
হয় , 1102
নিয়ে , 1075
তারা , 1006
কিন্তু , 998
করতে , 975
কথা , 951
এবং , 933
হবে , 911
জন্য , 907
কোনো , 882
করা , 801
হয়ে , 798
তখন , 798
সেটা , 756
করার , 731
কিছু , 730
আছে , 716
কী , 714
একটি , 701
নেই , 697
দিয়ে , 695
মানুষ , 674
আর , 673
বড় , 672
যখন , 669
মনে , 665
হয়েছে , 663
হচ্ছে , 651
খুব , 624
একজন , 618
অনেক , 614
দেশে , 554
নয় , 550
যদি , 539
সে , 536
পারে , 525
এক , 511
যায় , 503
জন্যে , 489
ছিল , 481
সেটি , 481
শুধু , 480
তাই , 469
এখন , 460
কেউ , 459
সব , 457
শুরু , 454
সবাই , 448
তাহলে , 436
বলে , 433
কাছে , 423
সঙ্গে , 416
পরীক্ষা , 393
বই , 387
জানি , 386
মানুষের , 385
পর , 381
মতো , 374
যারা , 372
আমাকে , 372
কি , 357
রকম , 357
সময় , 356
মাঝে , 354
দিতে , 339
হতে , 332
ভালো , 330
সাথে , 326
করেছে , 326
আগে , 317
নিজের , 314
কিংবা , 304
কাজ , 301
দেওয়া , 297
এর , 293
তাকে , 293
শেষ , 291
বিশ্ববিদ্যালয়ের , 285
বের , 284
বেশি , 283
ধরনের , 279
বা , 279
পৃথিবীর , 277
পরীক্ষার , 277
বলতে , 275
গেছে , 274
চেষ্টা , 273
থাকে , 273
ঠিক , 273
প্রশ্ন , 267
দেশ , 267
সবচেয়ে , 261
পড়ে , 260
অন্য , 255
হিসেবে , 253
দেখে , 253
বছর , 251
নতুন , 250
তৈরি , 249
ছোট , 248
করি , 246
হলো , 246
কেন , 243
দেখতে , 241
একটু , 241
ভর্তি , 240
যাবে , 239
পারি , 238
যেন , 235
হলে , 233
বাংলাদেশের , 232
কারণ , 225
এটা , 223
দিন , 218
তিনি , 213
বসে , 212
যেতে , 211
পারবে , 208
লেখা , 207
সেখানে , 202
হয়েছিল , 198
হাতে , 198
সারা , 194
সত্যি , 193
কারণে , 192
এটি , 191
সরকার , 189
সুযোগ , 188
যাচ্ছে , 188
টাকা , 185
করেছি , 185
কাজেই , 185
তাঁর , 183
ভেতর , 182
মা , 182
পুরো , 181
বিষয় , 180
এত , 180
হয়নি , 179
দুই , 177
সবার , 177
হওয়ার , 177
গেল , 176
বলা , 173
তরুণ , 172
সম্ভব , 169
ব্যাপার , 169
পর্যন্ত , 168
কখনো , 167
চোখে , 167
ধরে , 166
প্রায় , 166
নিতে , 166
ব্যবহার , 164
হাজার , 164
আরও , 163
ফাঁস , 162
দেখা , 161
দিকে , 160
করছে , 160
আবার , 160
করবে , 160
চলে , 159
লেখাপড়া , 159
কেমন , 159
তো , 158
তুলে , 157
সরকারের , 156
গুরুত্বপূর্ণ , 155
আসলে , 154
বুঝতে , 154
এসেছে , 154
ওপর , 153
হঠাৎ , 150
স্বপ্ন , 150
খুবই , 148
তাদেরকে , 148
বিশ্বাস , 147
ছবি , 146
বিশ্ববিদ্যালয় , 145
ছেলেমেয়েদের , 144
দিয়েছে , 143
নিশ্চয়ই , 143
প্রথম , 142
বিশ্ববিদ্যালয়ে , 141
ঢাকা , 141
দেওয়ার , 141
সামনে , 140
করেন , 139
কম , 139
বাবা , 137
ছাত্র , 136
তা , 136
জাতীয় , 136
গিয়ে , 135
মাথা , 135
এসে , 134
ধারণা , 133
ফিরে , 132
দেখি , 132
শিক্ষা , 132
আবিষ্কার , 131
হাত , 130
মারা , 130
সবাইকে , 130
চাই , 130
ছেলে , 130
দেখেছি , 130
খারাপ , 129
একই , 129
দেয়া , 129
মাত্র , 127
জানে , 126
অসংখ্য , 126
মানুষকে , 125
শিক্ষক , 123
খবরের , 123
বলল , 122
নেওয়া , 122
শক্তি , 119
তবে , 119
বিশাল , 119
করেছেন , 118
নানা , 118
বাংলাদেশ , 118
বিষয়টি , 118
বিচার , 117
নাম , 117
সেগুলো , 116
মিলে , 115
