তরু লতা , 259
গুল্ম তরু , 182
বাংলার গুল্ম , 181
হতে পারে , 103
ছিল না , 81
লতা গুল্ম , 78
হয় না , 78
বাংলার তরু , 77
মাঝে মাঝে , 64
হলো না , 63
না তবে , 61
দেখা যায় , 60
পারে না , 59
না তাই , 54
বৈজ্ঞানিক নাম , 53
লম্বা হয় , 47
না কিন্তু , 46
বের হয় , 46
মনে হলো , 45
হবে না , 43
যায় না , 40
করতে পারে , 40
বিশেষ করে , 37
হয়ে যায় , 37
মনে হয় , 36
জানি না , 36
হয়ে গেল , 36
শুরু করে , 35
বসে আছে , 35
একটা করে , 35
থাকে না , 34
বললাম আমি , 34
ফুট পর্যন্ত , 34
ইঞ্চি লম্বা , 33
সাথে সাথে , 33
খুব বেশি , 33
পারলাম না , 33
পাওয়া যায় , 32
হে হে , 31
করে না , 30
বের করে , 30
করা হয় , 29
ছোট ছোট , 29
বলে মনে , 29
উঁচু করে , 28
সবুজ রঙের , 28
জাতীয় উদ্ভিদ , 28
এই সিরিজের , 28
কথা মনে , 28
ভেতর থেকে , 28
পাতার রং , 28
দেখা মেলে , 27
কালকসুন্দা কালকসিন্দা , 27
গাঢ় সবুজ , 27
সবেদ আলি , 26
পর্যন্ত লম্বা , 26
সেখান থেকে , 26
কাছ থেকে , 26
পেলাম না , 25
করতে হবে , 25
হয়ে গেছে , 25
বড় বড় , 25
রং সবুজ , 24
না আমার , 24
ধীরে ধীরে , 24
শুরু করল , 24
বুঝলে কিনা , 23
চলে যায় , 23
আগের পর্ব , 23
আমি আর , 23
পেয়ে গেলাম , 23
তার ওপর , 23
যেতে পারে , 23
ভালো করে , 22
হয়ে গেছে , 22
সে কথা , 22
হয়ে গেল , 22
তৈরি করে , 22
আমার দিকে , 22
মোজাম দেড়ে , 22
বার বার , 22
থেকে একটা , 22
ধারণ করে , 22
কী করে , 22
লম্বা হতে , 21
রং গাঢ় , 21
একে একে , 21
ইংরেজি নাম , 21
নেই তবে , 21
হয়ে যায় , 21
না হয় , 21
দেখতে অনেকটা , 21
মোজাম দেড়ের , 21
লতা ভাঁটফুল , 20
জানা নেই , 20
শুরু হলো , 20
পারছি না , 20
হয় না , 20
পারব না , 20
শেষ পর্যন্ত , 20
img img , 20
মাথা উঁচু , 20
হয়ে যাবে , 19
হাত থেকে , 19
করা যায় , 19
লতা কালকসুন্দা , 19
যাই হোক , 19
না বলে , 19
যাবে না , 19
ফুল ফল , 19
করার জন্য , 19
মতো তবে , 19
আমাদের গ্রামের , 19
এদের দেখা , 19
ফলের রং , 19
লখিন্দার সিং , 19
সবুজ রংয়ের , 18
তো আর , 18
হচ্ছে না , 18
এনাইহিলিন গান , 18
ফুলের ব্যাস , 18
গাছ থেকে , 18
শুরু করেছে , 18
পারবে না , 18
চেষ্টা করে , 18
গুল্ম জাতীয় , 18
পায়ের ছাপ , 18
কম নয় , 17
তার সাথে , 17
থাকতে পারে , 17
মতো দেখতে , 17
ফল হয় , 17
নেই তাই , 17
ফুল ফোটে , 17
করে বলল , 17
আমার মনে , 17
না কেন , 17
মনে করে , 17
পর্ব বাংলার , 17
আগেই বলেছি , 17
পারল না , 17
ভাঁটফুল বাংলার , 17
না তার , 17
দূর থেকে , 17
সিরিজের অন্য , 17
মনে হয় , 17
কালকসিন্দা বাংলার , 17
ছোট্ট একটা , 16
পাতা থাকে , 16
আছে বলে , 16
ছোট্ট ছোট্ট , 16
কাজ করে , 16
বড় হয় , 16
বীজ থাকে , 16
আমার কাছে , 16
লতা আকন্দ , 16
কথা বলতে , 16
সেই সাথে , 16
সবেদ আলির , 16
করতে হয় , 16
আমার জানা , 16
কী যেন , 16
কিছু কিছু , 16
ইঞ্চি পর্যন্ত , 16
ঠিক আছে , 16
শেষ করে , 16
না করে , 16
বেশ কিছু , 16
ফলের ভেতর , 15
শুরু করলাম , 15
না আমাদের , 15
গিয়ে দেখি , 15
হত না , 15
না আমি , 15
খালাতো ভাই , 15
আমি বললাম , 15
সাথে কথা , 15
চলে গেল , 15
পরীক্ষা করে , 15
না এই , 15
ব্যাস ইঞ্চি , 15
চেষ্টা করলাম , 15
মনে হচ্ছে , 15
না সে , 15
কোথা থেকে , 15
মনে পড়ে , 15
একটা বড় , 15
হয়ে যেত , 15
সত্যি বলতে , 15
দিতে পারে , 15
কাণ্ডের বেড় , 15
তৈরি করা , 15
ফল দেখতে , 15
আছে কিনা , 15
তাই বলে , 14
বাড়ি গিয়ে , 14
বেশ বড় , 14
মনে মনে , 14
এখন আর , 14
করে বললেন , 14
যাচ্ছে না , 14
ডাক্তার সাহেব , 14
জিজ্ঞেস করলাম , 14
মনে পড়ে , 14
অনেক বেশি , 14
আকন্দ বাংলার , 14
হা ডু , 14
না তখন , 14
কোনো এক , 14
না এখন , 14
হঠাৎ করেই , 14
স্থানীয় নাম , 14
করে তার , 14
পাতার মতো , 14
এর মধ্যে , 14
শুরু হয় , 14
প্রিয় সচল , 14
যায় কিন্তু , 14
শত শত , 14
সাথে দেখা , 14
ছিল আমাদের , 14
লতা কচুরিপানা , 14
আমাদের এলাকায় , 13
না কেউ , 13
না আর , 13
গাফফার রনি , 13
হয়ে যাবে , 13
বলে কথা , 13
লতা বৈঁচি , 13
পোস্টগুলো বাংলার , 13
ছবি তুলতে , 13
বেরিয়ে এলো , 13
আব্দুল গাফফার , 13
তো আছেই , 13
ডু ডু , 13
হতে হবে , 13
বললেই চলে , 13
কেন জানি , 13
ঘাপটি মেরে , 13
মিরাকিউরল ট্যাবলেট , 13
এক সাথে , 13
কেউ কেউ , 13
হয়ে পড়ে , 13
আছে কিন্তু , 13
কচুরিপানা বাংলার , 13
হয়ে ওঠে , 13
হালকা সবুজ , 13
অন্য পোস্টগুলো , 13
আমাদের গ্রামে , 13
আমার বিশ্বাস , 13
পাশ দিয়ে , 12
না তো , 12
সবার আগে , 12
কথা শেষ , 12
সীমান্তরেখা সীমান্তরেখা , 12
বড় বড় , 12
কাণ্ডের রং , 12
আমার সাথে , 12
তন্ন করে , 12
তার মানে , 12
আমার এক , 12
জানে না , 12
আশা করি , 12
আমি তো , 12
কিন্তু আমার , 12
কাঁটা থাকে , 12
ছবি তুলে , 12
বিরাট একটা , 12
বলল সাম্য , 12
তন্ন তন্ন , 12
মোটা হয় , 12
বাস করে , 12
পর্যন্ত হতে , 12
মনে আছে , 12
নামের এক , 12
বীজ থেকে , 12
হয়ে উঠল , 12
লাগে না , 12
করে কিন্তু , 12
খালেক ভাই , 12
চোখের সামনে , 12
ছবি তোলার , 12
সজনে গাছের , 12
করে ওঠে , 12
নয় তাই , 12
কে জানে , 12
সবচেয়ে বেশি , 12
ছিল আমার , 12
পঙ্খিরাজ ১৯৭১ , 12
বৈঁচি বাংলার , 12
শুকনো পাতার , 12
পাকা ফলের , 12
কিছু ছবি , 12
ওঠে না , 12
একটা ছবি , 12
দিকে তাকিয়ে , 12
চেষ্টা করেও , 12
করতে গিয়ে , 12
একটা কথা , 11
বলতে পারে , 11
পড়ে আছে , 11
করার চেষ্টা , 11
করতে পারেনি , 11
খুব ছোট , 11
অবাক হলাম , 11
শেষ করতে , 11
কার্পাস তুলা , 11
চলবে না , 11
আছে আছে , 11
গাছের গায়ে , 11
সাথে আমার , 11
মাঠ থেকে , 11
ভিনগ্রহের পাণ্ডুলিপি , 11
কানে এলো , 11
পর এক , 11
কিন্তু আমি , 11
করে ফেলে , 11
না জানা , 11
না কারণ , 11
নাম না , 11
শেওড়া বাংলার , 11
লতা আশশেওড়া , 11
প্রতিটা পাতার , 11
করতে পারলাম , 11
সাদা রঙের , 11
দিতে হবে , 11
যেত না , 11
তাই এই , 11
কাঁচা ফল , 11
হয় সেই , 11
এই যে , 11
প্রস্থ ইঞ্চি , 11
হঠাৎ একটা , 11
না হলেও , 11
দাঁড়িয়ে আছে , 11
করে দিল , 11
শিয়ালকাঁটা বাংলার , 11
আড়িয়ল বিলের , 11
লতা শেওড়া , 11
কথা কিন্তু , 11
লতা শিয়ালকাঁটা , 11
থাকে পাতা , 11
শাখা প্রশাখা , 11
আমার ধারণা , 11
পাতার দৈর্ঘ্য , 11
চাই না , 11
নানা বাড়িতে , 11
থেকে এক , 11
অনেক বড় , 11
সে তো , 11
কিন্তু সে , 11
দেখা যায় , 11
সহ্য করতে , 11
ছড়িয়ে পড়ে , 11
তার আগে , 11
করতে পারবে , 11
পেছন দিকে , 11
অনেক অনেক , 11
দিয়ে তৈরি , 11
করতে করতে , 11
আশশেওড়া বাংলার , 11
কিশোর থাকে , 11
না বরং , 11
করে একটা , 11
লতা শিমুল , 11
হাবু ডাগা , 11
ফুলের রং , 11
রায়হান নামের , 11
থাকে এই , 11
মতো করে , 10
কে যেন , 10
বলতে পারব , 10
গাছের কাণ্ডের , 10
অপেক্ষা করতে , 10
দৃশ্য দেখে , 10
বুঝতে পারছি , 10
বড় একটা , 10
১০ ভেরেণ্ডা , 10
লতা ১০ , 10
সারা বছর , 10
আর এই , 10
ঝোপের ভেতর , 10
থাকে প্রতিটা , 10
এই ছবিটা , 10
থেকে উঠে , 10
ফুলের ছবি , 10
করে বলে , 10
প্রোফেসর শঙ্কুর , 10
হয়ে উঠল , 10
করে রেখেছে , 10
আমাদের গাঁয়ের , 10
ফল ধরে , 10
পাতা দেখতে , 10
ঠিক তখনই , 10
ওই যে , 10
না এবার , 10
থাকে তবে , 10
থেকে নেমে , 10
আমার হাতে , 10
ঘুম থেকে , 10
দেখা পেলাম , 10
ফিরে এলাম , 10
দূরে একটা , 10
হাতে তুলে , 10
আর এক , 10
ছিল কিন্তু , 10
আছে আমার , 10
শওকত ওসমান , 10
ভেরেণ্ডা কচা , 10
দেখা যেত , 10
প্রায় সব , 10
আর একটা , 10
ভর করে , 10
হয় তাই , 10
বেরিয়ে আসে , 10
খুব ভালো , 10
এক ধরনের , 10
থেকে বেরিয়ে , 10
বুঝলাম না , 10
ফুট লম্বা , 10
বড় হয়ে , 10
এর ফুল , 10
সাজানো থাকে , 10
লক্ষ্য করে , 10
মনে পড়ল , 10
তৈরি করতে , 10
পাওয়া যাবে , 10
বন বিভাগের , 10
হয় তবে , 10
যায় না , 10
শব্দ করে , 10
হারিয়ে যায় , 10
আমাদের ওপর , 9
হয় তখন , 9
কিন্তু সেই , 9
তার প্রমাণ , 9
যায় তখন , 9
ইঞ্চি পাতা , 9
দৈর্ঘ্য ইঞ্চি , 9
বিশ্বাস করতে , 9
অভাব নেই , 9
ঘন ঝোপ , 9
ইচ্ছে করে , 9
হয় তার , 9
ভালো লাগে , 9
জবাব দিল , 9
চিৎকার করে , 9
উঁচু হয় , 9
দখল করে , 9
পারে তবে , 9
আলাদা করে , 9
নবীজান বিবির , 9
আসে না , 9
বেরিয়ে পড়লাম , 9
আছে আমি , 9
ফসল ক্ষেতের , 9
শুনতে পেলাম , 9
আমি জানি , 9
করতে পারি , 9
পর্যন্ত উঁচু , 9
আধা ইঞ্চি , 9
করে জ্বলে , 9
মোটা হতে , 9
তাই এর , 9
একের পর , 9
আছে তাই , 9
দূরে দূরে , 9
কী আছে , 9
কিনা সন্দেহ , 9
তারেক অণুর , 9
সাথে এর , 9
পেছন থেকে , 9
দেখা যাচ্ছে , 9
ইঞ্চি মোটা , 9
বদরুল আমিন , 9
না কী , 9
আগের কথা , 9
নয় কিন্তু , 9
বলে আমার , 9
তারপর আবার , 9
সামনে থেকে , 9
এক ইঞ্চি , 9
পারলেন না , 9
আর দশটা , 9
রস খেতে , 9
ইঞ্চি প্রস্থ , 9
আমাদের দেশে , 9
করে দেয় , 9
পারি না , 9
আস্ত একটা , 9
সব মিলিয়ে , 9
আবার সেই , 9
সম্ভব নয় , 9
সবচেয়ে বড় , 9
বেড়ে ওঠে , 9
ওর কাছে , 9
হতে শুরু , 9
হয় এই , 9
তৈরি হয় , 9
কি আর , 9
হাত পা , 9
মিরর ইমেজিং , 9
হৈ হৈ , 9
তবে আমার , 9
তা নয় , 9
করে সেই , 9
ঘুরে ঘুরে , 9
ভয় পায় , 9
রস খাওয়ার , 9
চোখে পড়ে , 9
কচা বাংলার , 9
আমাদের গাঁয়ে , 9
বিরক্ত হয়ে , 9
গেল না , 9
দু তিন , 9
শিমুল বাংলার , 9
করতে পারছি , 9
লতা ১১ , 9
চার পাঁচটা , 9
পাঁচু মাঝি , 9
পারে কাণ্ড , 9
পার হতে , 9
বলা যায় , 9
করে আবার , 9
জানা ছিল , 8
এমন একটা , 8
তুলে নিয়ে , 8
নেই কিন্তু , 8
পাতার প্রস্থ , 8
এর পাতা , 8
অনেক সময় , 8
লতা জাতীয় , 8
এসে হাজির , 8
না তা , 8
